CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
00.000.208/0001-00;2024-03-31;2;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;6.01;Caixa Líquido Atividades Operacionais;-82764.0000000000;S
00.000.208/0001-00;2024-03-31;2;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;6.01;Caixa Líquido Atividades Operacionais;778085.0000000000;S
00.000.208/0001-00;2024-03-31;2;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;6.02;Caixa Líquido Atividades de Investimento;-135880.0000000000;S
00.000.208/0001-00;2024-03-31;2;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;6.02;Caixa Líquido Atividades de Investimento;-92125.0000000000;S
00.000.208/0001-00;2024-03-31;2;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;6.03;Caixa Líquido Atividades de Financiamento;189100.0000000000;S
00.000.208/0001-00;2024-03-31;2;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;6.03;Caixa Líquido Atividades de Financiamento;68850.0000000000;S
00.000.208/0001-00;2024-03-31;2;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;6.04;Efeitos de Variação Cambial s/ Caixa e Equivalentes;-1652.0000000000;S
00.000.208/0001-00;2024-03-31;2;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;6.04;Efeitos de Variação Cambial s/ Caixa e Equivalentes;-2445.0000000000;S
00.000.208/0001-00;2024-03-31;2;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;6.05;Aumento (Redução) de Caixa e Equivalentes;-31196.0000000000;S
00.000.208/0001-00;2024-03-31;2;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;6.05;Aumento (Redução) de Caixa e Equivalentes;752365.0000000000;S
00.000.208/0001-00;2024-03-31;2;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;6.05.01;Saldo Inicial de Caixa e Equivalentes;409642.0000000000;S
00.000.208/0001-00;2024-03-31;2;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;6.05.01;Saldo Inicial de Caixa e Equivalentes;201195.0000000000;S
00.000.208/0001-00;2024-03-31;2;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2023-01-01;2023-03-31;6.05.02;Saldo Final de Caixa e Equivalentes;378446.0000000000;S
00.000.208/0001-00;2024-03-31;2;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2024-01-01;2024-03-31;6.05.02;Saldo Final de Caixa e Equivalentes;953560.0000000000;S
00.000.208/0001-00;2024-06-30;4;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2023-01-01;2023-06-30;6.01;Caixa Líquido Atividades Operacionais;4703921.0000000000;S
00.000.208/0001-00;2024-06-30;4;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2024-01-01;2024-06-30;6.01;Caixa Líquido Atividades Operacionais;289146.0000000000;S
00.000.208/0001-00;2024-06-30;4;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2023-01-01;2023-06-30;6.02;Caixa Líquido Atividades de Investimento;-224613.0000000000;S
00.000.208/0001-00;2024-06-30;4;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2024-01-01;2024-06-30;6.02;Caixa Líquido Atividades de Investimento;-124873.0000000000;S
00.000.208/0001-00;2024-06-30;4;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2023-01-01;2023-06-30;6.03;Caixa Líquido Atividades de Financiamento;-116593.0000000000;S
00.000.208/0001-00;2024-06-30;4;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2024-01-01;2024-06-30;6.03;Caixa Líquido Atividades de Financiamento;143085.0000000000;S
00.000.208/0001-00;2024-06-30;4;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2023-01-01;2023-06-30;6.04;Efeitos de Variação Cambial s/ Caixa e Equivalentes;-3519.0000000000;S
00.000.208/0001-00;2024-06-30;4;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2024-01-01;2024-06-30;6.04;Efeitos de Variação Cambial s/ Caixa e Equivalentes;-2090.0000000000;S
00.000.208/0001-00;2024-06-30;4;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2023-01-01;2023-06-30;6.05;Aumento (Redução) de Caixa e Equivalentes;4359196.0000000000;S
00.000.208/0001-00;2024-06-30;4;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2024-01-01;2024-06-30;6.05;Aumento (Redução) de Caixa e Equivalentes;305268.0000000000;S
00.000.208/0001-00;2024-06-30;4;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2023-01-01;2023-06-30;6.05.01;Saldo Inicial de Caixa e Equivalentes;409642.0000000000;S
00.000.208/0001-00;2024-06-30;4;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2024-01-01;2024-06-30;6.05.01;Saldo Inicial de Caixa e Equivalentes;201195.0000000000;S
00.000.208/0001-00;2024-06-30;4;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2023-01-01;2023-06-30;6.05.02;Saldo Final de Caixa e Equivalentes;4768838.0000000000;S
00.000.208/0001-00;2024-06-30;4;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2024-01-01;2024-06-30;6.05.02;Saldo Final de Caixa e Equivalentes;506463.0000000000;S
